大分類コード,中分類コード,小分類コード,細分類コード,名前,カナ
1,11,1101,110101,醤油,シヨウユ
1,11,1101,110103,砂糖,サトウ
1,11,1101,110105,低カロリー甘味料,テイカロリ－カンミリヨウ
1,11,1101,110107,味噌,ミソ
1,11,1101,110109,食塩,シヨクエン
1,11,1101,110111,食酢,シヨクス
1,11,1101,110113,合わせ酢（和風）,ワフウアワセス
1,11,1101,110115,みりん風調味料,ミリンフウチヨウミリヨウ
1,11,1101,110117,料理用日本酒,リヨウリヨウ　ニホンシユ
1,11,1101,110119,料理用ワイン,リヨウリヨウ　ワイン
1,11,1101,110121,風味調味料,フウミチヨウミリヨウ
1,11,1101,110123,液体だし,エキタイダシ
1,11,1101,110125,単一・複合調味料,タンイツ，フクゴウチヨウミ
1,11,1101,110129,ソース,ソ－ス
1,11,1101,110131,ケチャップ,ケチヤツプ
1,11,1101,110133,焼き肉のたれ,ヤキニクノタレ
1,11,1101,110135,その他のたれ,ソノタノタレ
1,11,1101,110137,マヨネーズ,マヨネ－ズ
1,11,1101,110139,ドレッシング,ドレツシング
1,11,1101,110141,香辛料（からし・わさび以外）,コウシンリヨウ（カラシワサヒ
1,11,1101,110142,からし・わさび,カラシ，ワサビ
1,11,1101,110143,つゆ,ツユ
1,11,1101,110149,中華調味料,チユウカチヨウミリヨウ
1,11,1101,110197,その他調味料,ソノタチヨウミリヨウ
1,11,1102,110203,ゴマ油,ゴマアブラ
1,11,1102,110205,サラダ油・天ぷら油,サラダ，テンプラアブラ
1,11,1102,110207,動物性油脂,ドウブツセイユシ
1,11,1102,110209,オリーブ油,オリ－ブユ
1,11,1102,110211,香味油,コウミユ
1,11,1102,110297,その他食用油,ソノタシヨクヨウアブラ
1,11,1103,110301,ピーナッツ・チョコクリーム,ピ－ナツツ，チヨコクリ－ム
1,11,1103,110303,ジャム・マーマレード,ジヤム，マ－マレ－ド
1,11,1103,110397,その他スプレッド類,ソノタスプレツドルイ
1,11,1104,110401,バター,バタ－
1,11,1104,110403,マーガリン・ファットスプレッド類,マ－ガリン，フアツトスプ
1,11,1104,110405,チーズ,チ－ズ
1,11,1104,110407,インスタントクリームパウダー,インスタントクリ－ムパウタ
1,11,1104,110409,スキムミルク,スキムミルク
1,11,1104,110411,練りミルク,ネリミルク
1,11,1104,110413,フレッシュクリーム,フレツシユクリ－ム
1,11,1104,110415,ホイップクリーム,ホイツプクリ－ム
1,11,1104,110497,その他乳製品,ソノタニユウセイヒン
1,11,1105,110501,インスタントカレー,インスタントカレ－
1,11,1105,110502,調理済みカレー,チヨウリズミカレ－
1,11,1105,110503,インスタントシチュー,インスタントシチユ－
1,11,1105,110504,調理済みシチュー,チヨウリズミシチユ－
1,11,1105,110505,ソースミックス,ソ－スミツクス
1,11,1105,110507,中華料理の素,チユウカリヨウリノモト
1,11,1105,110509,まぜ御飯の素,マゼゴハンノモト
1,11,1105,110511,米飯加工品,ベイハンカコウヒン
1,11,1105,110513,レンジ専用食品,レンジセンヨウシヨクヒン
1,11,1105,110515,ふりかけ,フリカケ
1,11,1105,110517,お茶漬の素,オチヤヅケノモト
1,11,1105,110597,その他調理品,ソノタチヨウリヒン
1,11,1106,110601,調理用スープ,チヨウリヨウス－プ
1,11,1106,110603,インスタントスープ,インスタントス－プ
1,11,1106,110605,インスタント味噌汁・吸物,インスタントミソシル，スイモ
1,11,1106,110697,その他スープ,ソノタス－プ
1,11,1107,110701,冷凍水産素材,レイトウ　スイサンソザイ
1,11,1107,110703,冷凍畜産素材,レイトウ　チクサンソザイ
1,11,1107,110705,冷凍農産素材,レイトウ　ノウサンソザイ
1,11,1107,110707,冷凍調理,レイトウ　チヨウリ
1,11,1107,110721,冷凍ピザ・グラタン類,レイトウ　ピザグラタン
1,11,1107,110723,冷凍麺,レイトウ　メン
1,11,1107,110725,冷凍米飯加工品,レイトウ　ベイハンカコウヒ
1,11,1107,110791,氷,コオリ
1,11,1107,110797,その他冷凍食品,ソノタレイトウシヨクヒン
1,11,1108,110801,水産缶詰（マグロ・カツオ以外）,スイサンカンヅメ
1,11,1108,110802,マグロ・カツオ缶詰,マグロ，カツオカンヅメ
1,11,1108,110803,野菜缶詰,ヤサイ　カンヅメ
1,11,1108,110805,果実・デザート缶詰,カジツ，デザ－トカンツ
1,11,1108,110807,畜産缶詰,チクサンカンヅメ
1,11,1108,110897,その他缶詰,ソノタカンヅメ
1,11,1110,111001,小麦粉,コムギコ
1,11,1110,111003,天ぷら粉,テンプラコ
1,11,1110,111005,パン粉,パンコ
1,11,1110,111007,唐揚げ粉類,カラアゲコルイ
1,11,1110,111009,片栗粉,カタクリコ
1,11,1110,111011,きな粉,キナコ
1,11,1110,111015,米粉,ベイフン
1,11,1110,111097,その他粉類,ソノタ　コナルイ
1,11,1111,111101,プレミックス,プレミツクス
1,11,1111,111105,蜂蜜,ハチミツ
1,11,1111,111107,水飴,ミズアメ
1,11,1111,111109,シロップ,シロツプ
1,11,1111,111111,生地・皮,キジ，カワ
1,11,1111,111113,デザートの素,デザ－トノモト
1,11,1111,111197,その他ホームメイキング材料,ソノタホ－ムメイキングザ
1,11,1112,111201,インスタント袋麺,インスタントフクロメン
1,11,1112,111203,カップ麺,カツプメン
1,11,1112,111205,乾麺,カンメン
1,11,1112,111207,生麺・ゆで麺,ナマメン，ユデメン
1,11,1112,111209,スパゲッティ,スパゲツテイ
1,11,1112,111211,マカロニ,マカロニ
1,11,1112,111297,その他麺類,ソノタメンルイ
1,11,1113,111301,食パン,シヨクパン
1,11,1113,111303,菓子パン,カシパン
1,11,1113,111305,調理パン,チヨウリパン
1,11,1113,111307,シリアル類,シリアルルイ
1,11,1113,111397,その他パン,ソノタパン
1,11,1114,111401,米,コメ
1,11,1114,111405,包装餅,ホウソウモチ
1,11,1114,111497,その他穀物,ソノタコクモツ
1,11,1115,111501,畜肉ハム,チクニクハム
1,11,1115,111503,畜肉ソーセージ,チクニクソ－セ－ジ
1,11,1115,111505,魚肉ハム,ギヨニクハム
1,11,1115,111507,魚肉ソーセージ,ギヨニクソ－セ－ジ
1,11,1115,111509,焼き豚,ヤキブタ
1,11,1115,111511,ベーコン,ベ－コン
1,11,1115,111597,その他加工肉類,ソノタカコウニクルイ
1,11,1116,111601,蒲鉾,カマボコ
1,11,1116,111603,竹輪,チクワ
1,11,1116,111605,はんぺん,ハンペン
1,11,1116,111607,揚げ物,アゲモノ
1,11,1116,111697,その他練り製品,ソノタネリセイヒン
1,11,1117,111701,漬物,ツケモノ
1,11,1117,111703,佃煮,ツクダニ
1,11,1117,111705,いりぬか・漬け物の素,イリヌカ，ツケモノノモト
1,11,1117,111797,その他漬物・佃煮,ソノタツケモノ，ツクダニ
1,11,1118,111801,豆腐,トウフ
1,11,1118,111803,コンニャク,コンニヤク
1,11,1118,111805,油揚げ,アブラアゲ
1,11,1118,111807,納豆,ナツトウ
1,11,1118,111897,その他水物,ソノタミズモノ
1,11,1119,111901,サラダ,サラダ
1,11,1119,111903,煮豆,ニマメ
1,11,1119,111905,和惣菜,ワソウザイ
1,11,1119,111907,中華惣菜,チユウカソウザイ
1,11,1119,111909,洋惣菜,ヨウソウザイ
1,11,1119,111997,その他惣菜,ソノタソウザイ
1,11,1120,112001,ゴマ,ゴマ
1,11,1120,112003,干し椎茸,ホシシイタケ
1,11,1120,112005,豆類,マメルイ
1,11,1120,112097,その他農産乾物,ソノタノウサンカンブツ
1,11,1121,112101,のり,ノリ
1,11,1121,112105,わかめ,ワカメ
1,11,1121,112107,昆布,コンブ
1,11,1121,112109,その他海藻類,ソノタカイソウルイ
1,11,1121,112111,削り節・かつお節,ケズリブシ，カツオブシ
1,11,1121,112113,煮干,ニボシ
1,11,1121,112197,その他加工水産,ソノタカコウスイサン
1,11,1197,119701,農産加工品,ノウサンカコウヒン
1,11,1197,119703,水産加工品,スイサンカコウヒン
1,11,1197,119705,畜産加工品,チクサンカコウヒン
1,11,1197,119797,その他加工食品,ソノタカコウシヨクヒン
1,12,1201,120197,その他水産,ソノタスイサン
1,12,1202,120297,その他畜産,ソノタチクサン
1,12,1203,120397,その他農産,ソノタノウサン
1,12,1297,129797,その他生鮮食品,ソノタセイセンシヨクヒン
1,13,1301,130121,キャンディ・キャラメル,キヤンデイ，キヤラメル
1,13,1301,130123,チョコレ－ト,チヨコレ－ト
1,13,1301,130125,チュ－インガム,チユ－インガム
1,13,1301,130127,ビスケット・クッキ－,ビスケツト，クツキ－
1,13,1301,130129,米菓,ベイカ
1,13,1301,130131,スナック,スナツク
1,13,1301,130133,豆菓子,マメガシ
1,13,1301,130135,玩具菓子,ガングガシ
1,13,1301,130137,生菓子,ナマガシ
1,13,1301,130139,半生菓子,ハンナマガシ
1,13,1301,130141,焼菓子・油菓子,ヤキガシ，アブラガシ
1,13,1301,130143,菓子セット,カシセツト
1,13,1301,130198,その他菓子,ソノタカシ
1,13,1302,130203,デザート類,デザ－トルイ
1,13,1302,130205,ヨーグルト,ヨ－グルト
1,13,1302,130297,その他デザート・ヨーグルト,ソノタデザ－ト，ヨ－グ
1,13,1303,130301,農産珍味,ノウサンチンミ
1,13,1303,130303,水産珍味,スイサンチンミ
1,13,1303,130305,畜産珍味,チクサンチンミ
1,13,1303,130397,その他珍味,ソノタチンミ
1,13,1304,130401,プレミアムアイス,プレミアムアイス
1,13,1304,130403,ファミリーアイス,フアミリ－アイス
1,13,1304,130497,パーソナルアイスその他,パ－ソナルアイスソノタ
1,13,1397,139797,その他菓子類,ソノタカシルイ
1,14,1401,140101,インスタントコーヒー,インスタントコ－ヒ－
1,14,1401,140103,レギュラーコーヒー,レギユラ－コ－ヒ－
1,14,1401,140105,ココア,ココア
1,14,1401,140107,紅茶,コウチヤ
1,14,1401,140109,日本茶,ニホンチヤ
1,14,1401,140111,麦茶,ムギチヤ
1,14,1401,140113,中国茶,チユウゴクチヤ
1,14,1401,140115,その他の茶類,ソノタノチヤルイ
1,14,1401,140197,その他嗜好飲料,ソノタシコウインリヨウ
1,14,1402,140201,果汁１００％飲料,カジユウ１００％インリヨウ
1,14,1402,140203,果汁飲料,カジユウインリヨウ
1,14,1402,140205,果肉飲料,カニクインリヨウ
1,14,1402,140209,野菜ジュース,ヤサイジユ－ス
1,14,1402,140211,トマトジュース,トマトジユ－ス
1,14,1402,140297,その他果実飲料,ソノタカジツインリヨウ
1,14,1403,140301,コーラ,コ－ラ
1,14,1403,140305,炭酸フレーバー,タンサンフレ－バ－
1,14,1403,140307,コーヒードリンク,コ－ヒ－ドリンク
1,14,1403,140309,ココアドリンク,ココアドリンク
1,14,1403,140311,紅茶ドリンク,コウチヤドリンク
1,14,1403,140313,日本茶・麦茶ドリンク,ニホンチヤ，ムギチヤドリ
1,14,1403,140315,中国茶ドリンク,チユウゴクチヤドリンク
1,14,1403,140316,その他茶ドリンク,ソノタチヤドリンク
1,14,1403,140317,水,ミズ
1,14,1403,140321,炭酸水,タンサンスイ
1,14,1403,140323,スポーツドリンク,スポ－ツドリンク
1,14,1403,140325,栄養ドリンク,エイヨウドリンク
1,14,1403,140327,ビネガードリンク,ビネガ－ドリンク
1,14,1403,140397,その他清涼飲料,ソノタセイリヨウインリヨウ
1,14,1404,140401,牛乳,ギユウニユウ
1,14,1404,140403,豆乳,トウニユウ
1,14,1404,140405,乳酸飲料,ニユウサンインリヨウ
1,14,1404,140407,乳酸菌飲料,ニユウサンキンインリヨウ
1,14,1404,140497,その他乳飲料,ソノタニユウインリヨウ
1,14,1406,140601,清酒,セイシユ
1,14,1406,140611,合成清酒,ゴウセイセイシユ
1,14,1406,140621,焼酎（甲類）,シヨウチユウ（コウルイ）
1,14,1406,140623,焼酎（乙類）,シヨウチユウ（オツルイ）
1,14,1406,140631,みりん,ミリン
1,14,1406,140641,ビール,ビ－ル
1,14,1406,140651,果実酒,カジツシユ
1,14,1406,140653,甘味果実酒,カンミカジツシユ
1,14,1406,140661,ウイスキー,ウイスキ－
1,14,1406,140663,ブランデー,ブランデ－
1,14,1406,140671,スピリッツ,スピリツツ
1,14,1406,140681,リキュール類,リキユ－ルルイ
1,14,1406,140691,発泡酒,ハツポウシユ
1,14,1406,140693,粉末酒,フンマツシユ
1,14,1406,140695,その他雑酒,ソノタザツシユ
1,14,1406,140697,その他アルコール飲料,ソノタアルコ－ルインリヨウ
1,14,1407,140701,酒類を含むセット商品,サケルイヲフクムセツトシヨウ
1,14,1407,140797,酒類を含むセット商品一般,サケルイセツトイツパン
1,14,1497,149797,その他飲料・酒類,ソノタインリヨウ，サケルイ
1,19,1901,190101,育児用ミルク,イクジヨウミルク
1,19,1901,190103,ベビーフード,ベビ－フ－ド
1,19,1901,190197,その他乳幼児食品,ソノタニユウヨウジシヨクヒ
1,19,1902,190201,健康食品,ケンコウシヨクヒン
1,19,1902,190203,妊産婦用食品,ニンサンフヨウシヨクヒン
1,19,1902,190297,その他健康食品,ソノタケンコウシヨクヒン
1,19,1903,190301,食品贈答品,シヨクヒンゾウトウヒン
1,19,1903,190397,その他食品贈答品,ソノタシヨクヒンゾウトウヒ
1,19,1997,199701,たばこ,タバコ
1,19,1997,199797,その他食品,ソノタシヨクヒン
2,21,2121,212101,歯磨き,ハミガキ
2,21,2121,212103,歯ブラシ,ハブラシ
2,21,2121,212105,洗口液,センコウエキ
2,21,2121,212107,口中清涼剤,コウチユウセイリヨウザイ
2,21,2121,212109,デンタル用品,デンタルヨウヒン
2,21,2121,212111,義歯用品,ギシヨウヒン
2,21,2121,212197,その他口中衛生用品,ソノタコウチユウエイセイヨウ
2,21,2122,212201,化粧石鹸,ケシヨウセツケン
2,21,2122,212203,ハンドソープ,ハンドソープ
2,21,2122,212205,ボディシャンプー・リンス,ボデイシヤンプ，リンス
2,21,2122,212207,入浴剤,ニユウヨクザイ
2,21,2122,212297,その他石鹸類,ソノタセツケンルイ
2,21,2123,212301,ティッシュペーパー,テイツシユペ－パ－
2,21,2123,212303,ペーパーハンドタオル・用具,ペ－パ－ハンドタオル，
2,21,2123,212305,ウェットティッシュ,ウエツトテイツシユ
2,21,2123,212307,トイレットペーパー,トイレツトペ－パ－
2,21,2123,212309,京花紙・ちり紙,キヨウカシ，チリガミ
2,21,2123,212311,生理用品・用具,セイリヨウヒン，ヨウグ
2,21,2123,212313,軽失禁用品・用具,ケイシツキンヨウヒン，ヨウク
2,21,2123,212397,その他衛生紙用品・用具,ソノタエイセイカミヨウヒン，
2,21,2124,212401,大人用オムツ,オトナヨウオムツ
2,21,2124,212403,大人用衛生用品,オトナヨウエイセイヨウヒン
2,21,2124,212497,その他介護用品・用具,ソノタカイゴヨウヒン，ヨウ
2,21,2125,212501,ベビー用オムツ,ベビーヨウオムツ
2,21,2125,212505,ベビー用スキンケア,ベビーヨウスキンケア
2,21,2125,212507,ベビー用衛生用品・用具,ベビーヨウエイセイヨウヒ
2,21,2125,212511,ベビー用ヘルスケア,ベビーヨウヘルスケア
2,21,2125,212513,授乳用品・用具,ジユニユウヨウヒン，ヨウク
2,21,2125,212597,その他育児用品・用具,ソノタイクジヨウヒン，ヨウ
2,21,2126,212601,綿棒,メンボウ
2,21,2126,212603,包帯,ホウタイ
2,21,2126,212605,ガーゼ,ガ－ゼ
2,21,2126,212607,脱脂綿,ダツシメン
2,21,2126,212609,救急絆創膏,キユウキユウバンソウコウ
2,21,2126,212611,固定テープ・巻絆創膏,コテイテープ，マキバンソ
2,21,2126,212615,サポーター,サポ－ター
2,21,2126,212617,マスク,マスク
2,21,2126,212619,避妊用品,ヒニンヨウヒン
2,21,2126,212621,飲薬補助用品・用具,インヤクホジヨヨウヒン，ヨ
2,21,2126,212623,コンタクトレンズ用剤・用具,コンタクトレンズヨウザイ
2,21,2126,212625,目・鼻・耳ケア用品・用具,メ，ハナ，ミミケアヨウヒン，
2,21,2126,212627,フットケア用品・用具,フツトケアヨウヒン，ヨウグ
2,21,2126,212629,ハサミ・ピンセット,ハサミ，ピンセツト
2,21,2126,212631,体温計,タイオンケイ
2,21,2126,212633,血圧計,ケツアツケイ
2,21,2126,212635,ヘルスメーター,ヘルスメ－タ－
2,21,2126,212637,肩こり・腰痛ケア用品・用具,カタコリ，ヨウツウケアヨウヒ
2,21,2126,212639,使い捨てカイロ,ツカイステカイロ
2,21,2126,212641,熱冷却用品・用具,ネツレイキヤクヨウヒン，ヨウ
2,21,2126,212697,その他衛生医療用品・用具,ソノタエイセイ，イリヨウヨウ
2,21,2127,212701,衣料用合成洗剤,イリヨウヨウゴウセイセンサ
2,21,2127,212703,洗濯用石鹸,センタクヨウセツケン
2,21,2127,212705,ライト系洗剤,ライトケイセンザイ
2,21,2127,212707,漂白剤,ヒヨウハクザイ
2,21,2127,212709,柔軟剤,ジユウナンザイ
2,21,2127,212711,仕上げ剤,シアゲザイ
2,21,2127,212713,衣料用処理剤,イリヨウヨウシヨリザイ
2,21,2127,212715,染料,センリヨウ
2,21,2127,212797,その他衣料用洗剤類,ソノタイリヨウヨウセンザイ
2,21,2128,212801,台所用洗剤,ダイドコロヨウセンザイ
2,21,2128,212803,台所用クレンザー,ダイドコロヨウクレンザ
2,21,2128,212805,台所用漂白剤,ダイドコロヨウヒヨウハク
2,21,2128,212807,廃油処理剤,ハイユシヨリザイ
2,21,2128,212809,台所用除菌・消臭剤,ダイドコロヨウジヨキン
2,21,2128,212897,その他台所・食器用洗剤類,ソノタダイドコロ，シヨツ
2,21,2129,212901,住居用洗剤,ジユウキヨヨウセンザイ
2,21,2129,212903,トイレ用洗剤,トイレヨウセンザイ
2,21,2129,212905,バス用洗剤,バスヨウセンザイ
2,21,2129,212907,ガラス用洗剤,ガラスヨウセンザイ
2,21,2129,212909,畳・カーペットクリーナー,タタミ，カーペツトクリーナ
2,21,2129,212911,パイプ・風呂釜クリーナー,パイプ，フロガマクリー
2,21,2129,212913,カビ防止剤・カビ取り剤,カビボウシザイ，カビ
2,21,2129,212915,換気扇・レンジクリーナー,カンキセン，レンジクリーナ
2,21,2129,212917,使い捨て紙クリーナー類,ツカイステカミクリーナールイ
2,21,2129,212919,電気製品用クリーナー,デンキセイヒンヨウクリーナ
2,21,2129,212997,その他住居用洗剤類,ソノタジユウキヨヨウセンサ
2,21,2130,213001,住居用ワックス,ジユウキヨヨウワツクス
2,21,2130,213003,靴墨・靴用クリーム,クツスミ，クツヨウクリーム
2,21,2130,213097,その他家庭用つや出し・ワックス剤,ソノタカテイヨウツヤダシワ
2,21,2131,213101,トイレ用芳香・消臭・防臭剤,トイレヨウホウコウ，シヨウシ
2,21,2131,213103,室内用芳香・消臭・防臭剤,シツナイヨウホウコウ，シヨウ
2,21,2131,213105,水洗トイレ用タンククリーナー,スイセントイレヨウタンククリ
2,21,2131,213107,脱臭剤,ダツシユウザイ
2,21,2131,213197,その他芳香・消臭剤,ソノタホウコウ，シヨウシユウ
2,21,2132,213201,防虫剤,ボウチユウザイ
2,21,2132,213203,除湿・乾燥剤,ジヨシツ，カンソウザイ
2,21,2132,213297,その他防虫・除湿・乾燥剤,ソノタボウチユウ，ジヨシ
2,21,2133,213301,殺虫剤,サツチユウザイ
2,21,2133,213303,蚊取り線香,カトリセンコウ
2,21,2133,213305,蚊取りマット・リキッド,カトリマツト，リキツド
2,21,2133,213307,電子蚊取り器,デンシカトリキ
2,21,2133,213309,ゴキブリ捕獲器,ゴキブリホカクキ
2,21,2133,213311,虫よけ剤・虫よけ器,ムシヨケザイ，ムシヨケキ
2,21,2133,213397,その他殺虫剤,ソノタサツチユウザイ
2,21,2198,219801,浄水剤,ジヨウスイザイ
2,21,2198,219897,その他日用雑貨,ソノタニチヨウザツカ
2,22,2211,221101,解熱鎮痛薬,ゲネツチンツウヤク
2,22,2211,221103,かぜ薬,カゼグスリ
2,22,2211,221105,鎮静薬・催眠鎮静薬,チンツウヤク，サイミンチンセ
2,22,2211,221107,眠気防止剤,ネムケボウシザイ
2,22,2211,221109,小児鎮静薬（小児五疳薬）,シヨウニヨウチンセイヤク（シ
2,22,2211,221197,その他の精神神経用薬,ソノタノセイシンシンケイヨウ
2,22,2212,221201,鎮咳去たん薬,チンガイキヨタンヤク
2,22,2212,221203,うがい薬,ウガイグスリ
2,22,2212,221297,その他の呼吸器官用薬,ソノタノコキユウキカンヨウヤ
2,22,2213,221301,強心薬,キヨウシンヤク
2,22,2213,221303,高コレステロール低下薬,コウコレステロールテイカヤク
2,22,2213,221305,貧血用薬,ヒンケツヨウヤク
2,22,2213,221397,その他の循環器官用薬,ソノタノジユンカンキカンヨ
2,22,2214,221401,胃腸薬,イチヨウヤク
2,22,2214,221403,整腸薬,セイチヨウヤク
2,22,2214,221405,止しゃ薬（下痢止め）,シシヤヤク（ゲリドメ）
2,22,2214,221407,胃腸鎮痛鎮痙薬,イチヨウチンツウチンケイヤク
2,22,2214,221409,浣腸薬,カンチヨウヤク
2,22,2214,221411,便秘薬,ベンピヤク
2,22,2214,221413,駆虫薬,クチユウヤク
2,22,2214,221497,その他の消化器官用薬,ソノタノシヨウカキカンヨウヤ
2,22,2215,221501,内服アレルギー用薬,ナイフクアレルギーヨウヤク
2,22,2215,221597,その他のアレルギー用薬,ソノタノアレルギーヨウヤク
2,22,2216,221601,目薬,メグスリ
2,22,2216,221603,鼻炎用薬,ビエンヨウヤク
2,22,2216,221605,乗物酔い薬,ノリモノヨイヤク
2,22,2216,221697,その他の感覚器官用薬,ソノタノカンカクキカンヨウヤ
2,22,2217,221701,口腔咽喉薬,コウクウインコウヤク
2,22,2217,221703,口内炎用薬,コウナイエンヨウヤク
2,22,2217,221705,歯痛・歯槽膿漏薬,ハイタ，シソウノウロウヤク
2,22,2217,221797,その他の歯科口腔用薬,ソノタノシカコウクウヨウヤク
2,22,2218,221801,痔疾用薬,ジシツヨウヤク
2,22,2218,221897,その他の肛門用薬,ソノタノコウモンヨウヤク
2,22,2219,221901,外用殺菌消毒薬,ガイヨウサツキンシヨウド
2,22,2219,221903,化膿性皮膚疾患用薬,カノウセイヒフシツカンヨウヤ
2,22,2219,221905,にきび治療薬,ニキビチリヨウヤク
2,22,2219,221907,外用鎮痛・消炎薬（貼付・塗布薬）,ガイヨウチンツウ，シヨウエ
2,22,2219,221909,外用湿疹・皮膚炎用薬,ガイヨウシツシン，ヒフエン
2,22,2219,221911,かゆみ・虫さされ用薬,カユミ，ムシササレヨウヤク
2,22,2219,221913,しもやけ・あかぎれ用薬,シモヤケ，アカギレヨウヤク
2,22,2219,221915,水虫・たむし用薬,ミズムシ，タムシヨウヤク
2,22,2219,221917,皮膚軟化薬（乾燥性皮膚用薬）,ヒフナンカヤク（カンソウセイ
2,22,2219,221919,うおのめ・たこ・いぼ用薬,ウオノメ，タコ，イボヨウヤ
2,22,2219,221921,発毛・養毛薬,ハツモウ，ヨウモウヤク
2,22,2219,221923,シラミ駆除用薬,シラミクジヨヨウヤク
2,22,2219,221925,絆創膏,バンソウコウ
2,22,2219,221997,その他の外皮用薬,ソノタノヒフヨウヤク
2,22,2220,222001,女性用保健薬,ジヨセイヨウホケンヤク
2,22,2220,222003,避妊薬,ヒニンヤク
2,22,2220,222097,その他の女性用薬,ソノタノジヨセイヨウヤク
2,22,2221,222101,ドリンク剤,ドリンクザイ
2,22,2221,222103,ミニドリンク剤,ミニドリンクザイ
2,22,2221,222197,その他のドリンク剤,ソノタノドリンクザイ
