大分類コード,中分類コード,小分類コード,細分類コード,名前,カナ
2,22,2222,222201,ビタミンＡ主薬製剤,ビタミンＡシユヤクセイザ
2,22,2222,222203,ビタミンＤ主薬製剤,ビタミンＤシユヤクセイザ
2,22,2222,222205,ビタミンＥ主薬製剤,ビタミンＥシユヤクセイザ
2,22,2222,222207,ビタミンＢ１主薬製剤,ビタミンＢ１シユヤクセイサ
2,22,2222,222209,ビタミンＢ２主薬製剤,ビタミンＢ２シユヤクセイサ
2,22,2222,222211,ビタミンＢ６主薬製剤,ビタミンＢ６シユヤクセイサ
2,22,2222,222213,ビタミンＢ１２主薬製剤,ビタミンＢ１２シユヤクセイ
2,22,2222,222215,ビタミンＣ主薬製剤,ビタミンＣシユヤクセイザ
2,22,2222,222217,ビタミンＡＤ主薬製剤,ビタミンＡＤシユヤクセイサ
2,22,2222,222219,ビタミンＢ２Ｂ６主薬製剤,ビタミンＢ２Ｂ６シユヤクセ
2,22,2222,222221,ビタミンＥＣ主薬製剤,ビタミンＥＣシユヤクセイサ
2,22,2222,222223,ビタミンＢ１Ｂ６Ｂ１２主薬製剤,ビタミンＢ１Ｂ６Ｂ１２シユ
2,22,2222,222297,その他のビタミン主薬製剤,ソノタノビタンミンシユヤク
2,22,2223,222301,ビタミン含有保健薬,ビタミンガンユウホケンヤ
2,22,2223,222397,その他のビタミン含有保健薬,ソノタノビタミンガンユウ
2,22,2224,222401,カルシウム主薬製剤,カルシウムシユヤクセイザイ
2,22,2224,222403,生薬主薬保健薬,シヨウヤクシユヤクホケンヤク
2,22,2224,222405,薬用酒,ヤクヨウシユ
2,22,2224,222497,その他の保健薬,ソノタノホケンヤク
2,22,2225,222501,禁煙補助薬,キンエンホジヨヤク
2,22,2226,222601,漢方薬１（あ行）,カンポウヤク１（アギヨウ
2,22,2226,222602,漢方薬２（か行）,カンポウヤク２（カギヨウ
2,22,2226,222603,漢方薬３（さ行）,カンポウヤク３（サギヨウ
2,22,2226,222604,漢方薬４（た行）,カンポウヤク４（タギヨウ
2,22,2226,222605,漢方薬５（な行）,カンポウヤク５（ナギヨウ
2,22,2226,222606,漢方薬６（は行）,カンポウヤク６（ハギヨウ
2,22,2226,222607,漢方薬７（ま行）,カンポウヤク７（マギヨウ
2,22,2226,222608,漢方薬８（や～ら行）,カンポウヤク８（ヤギヨウ
2,22,2226,222609,生薬製剤,シヨウヤクセイザイ
2,22,2226,222697,その他の漢方薬・生薬製剤,ソノタノカンポウヤク，シヨ
2,22,2227,222701,殺虫薬,サツチユウヤク
2,22,2227,222703,虫よけ薬,ムシヨケヤク
2,22,2227,222797,その他の公衆衛生用薬,ソノタノコウシユウエイセイヨ
2,22,2228,222801,一般用検査薬,イツパンヨウケンサヤク
2,22,2239,223997,その他のＯＴＣ医薬品,ソノタノＯＴＣイヤクヒン
2,22,2241,224101,鼻づまり改善（指定医薬部外品）,ハナヅマリカイゼン（シテ
2,22,2241,224103,のど清涼（指定医薬部外品）,ノドセイリヨウ（シテイイヤ
2,22,2241,224105,うがい（指定医薬部外品）,ウガイ（シテイイヤクブカ
2,22,2242,224201,健胃・消化（指定医薬部外品）,ケンイ，シヨウカ（シテイイヤ
2,22,2242,224203,整腸（指定医薬部外品）,セイチヨウ（シテイイヤクブ
2,22,2242,224205,便秘（指定医薬部外品）,ベンピ（シテイイヤクブ
2,22,2243,224301,コンタクトレンズ装着（指定医薬部外品）,コンタクトレンズソウチヤク
2,22,2243,224303,いびき防止（指定医薬部外品）,イビキボウシ（シテイイヤ
2,22,2243,224305,口・のど（指定医薬部外品）,クチ，ノド（シテイイヤクフ
2,22,2244,224401,殺菌消毒（指定医薬部外品）,サツキンシヨウドク（シテイ
2,22,2244,224403,あせも・ただれ（指定医薬部外品）,アセモ，タダレ（シテイイヤ
2,22,2244,224405,ひび・しもやけ・あかぎれ（指定医薬部外品,ヒビ，シモヤケ，アカギレ
2,22,2244,224407,かさつき・あれ（指定医薬部外品）,カサツキ，アレ（シテイイヤク
2,22,2244,224409,うおのめ・たこ・いぼ（指定医薬部外品）,ウオノメ，タコ，イボ（シテ
2,22,2245,224501,ドリンク剤（指定医薬部外品）,ドリンクザイ（シテイイヤ
2,22,2245,224503,ミニドリンク剤（指定医薬部外品）,ミニドリンクザイ（シテイ
2,22,2245,224505,ビタミンＥ（指定医薬部外品）,ビタミンＥ（シテイイヤクフ
2,22,2245,224507,ビタミンＣ（指定医薬部外品）,ビタミンＣ（シテイイヤクフ
2,22,2245,224509,ビタミンＥＣ（指定医薬部外品）,ビタミンＥＣ（シテイイヤク
2,22,2245,224511,ビタミン含有の滋養強壮（指定医薬部外品）,ビタミンガンユウノジヨ
2,22,2245,224513,カルシウム（指定医薬部外品）,カルシウム（シテイイヤクブ
2,22,2245,224515,生薬主薬保健薬（指定医薬部外品）,シヨウヤクシユヤクホケン（シ
2,22,2261,226101,処方せん医薬品,シヨホウセンイヤクヒン
2,22,2262,226201,処方せん医薬品以外の医療用医薬品,シヨホウセンイヤクヒンイガ
2,22,2263,226301,局方品,キヨクホウヒン
2,22,2298,229897,その他の医薬品,ソノタノイヤクヒン
2,23,2321,232101,マッサージ・コールドクリーム,マツサージ，コ－ルドクリ
2,23,2321,232103,メイク落とし,メイクオトシ
2,23,2321,232105,洗顔料,センガンリヨウ
2,23,2321,232107,化粧水,ケシヨウスイ
2,23,2321,232109,乳液,ニユウエキ
2,23,2321,232111,美容液,ビヨウエキ
2,23,2321,232113,パック,パツク
2,23,2321,232115,フェイスクリーム,フエイスクリーム
2,23,2321,232197,その他基礎化粧品,ソノタキソケシヨウヒン
2,23,2322,232201,化粧下地,ケシヨウシタジ
2,23,2322,232203,コンシーラ,コンシーラ
2,23,2322,232205,ファンデーション,フアンデ－シヨン
2,23,2322,232207,フェイスパウダー,フエイスパウダー
2,23,2322,232209,アイカラー,アイカラー
2,23,2322,232211,アイライナー,アイライナ－
2,23,2322,232213,マスカラ,マスカラ
2,23,2322,232215,アイブロウ,アイブロウ
2,23,2322,232217,チークカラー,チークカラー
2,23,2322,232219,リップカラー,リツプカラー
2,23,2322,232221,ネイルカラー,ネイルカラー
2,23,2322,232297,その他メイクアップ化粧品,ソノタメイクアツプケシヨウ
2,23,2323,232301,ボディローション・クリーム,ボデイローシヨン，クリー
2,23,2323,232303,リップクリーム,リツプクリ－ム
2,23,2323,232305,ハンドクリーム,ハンドクリ－ム
2,23,2323,232307,ＵＶケア,ＵＶケア
2,23,2323,232309,むだ毛処理剤,ムダゲシヨリザイ
2,23,2323,232311,レッグ・フットケア,レツグ，フツトケア
2,23,2323,232313,制汗防臭剤,セイカンボウシユウザイ
2,23,2323,232397,その他ボディケア化粧品,ソノタボデイケアケシヨウ
2,23,2324,232401,香水,コウスイ
2,23,2324,232403,トワレ,トワレ
2,23,2324,232405,コロン,コロン
2,23,2324,232497,その他フレグランス,ソノタフレグランス
2,23,2325,232501,シャンプー,シヤンプ－
2,23,2325,232503,ヘアリンス・コンディショナー,ヘアリンス，コンデシヨナー
2,23,2325,232505,ヘアトリートメント・パック,ヘア－トリ－トメント，パツ
2,23,2325,232597,その他インバスヘアケア,ソノタインバスヘアケア
2,23,2326,232605,ブロー・スタイリング剤,ブロ－，スタイリングザ
2,23,2326,232607,ヘアスプレー・ヘアグロス,ヘアスプレ－，ヘアグロス
2,23,2326,232609,女性用ヘアトニック,ジヨセイヨウヘア－トニツク
2,23,2326,232611,女性用育毛・養毛剤,ジヨセイヨウイクモウ，ヨウ
2,23,2326,232613,パーマ剤,パ－マザイ
2,23,2326,232697,その他ヘアメイク,ソノタヘアメイク
2,23,2327,232701,黒髪用カラーリング剤,クロカミヨウカラーリングサ
2,23,2327,232703,白髪用カラーリング剤,シラガヨウカラーリングサ
2,23,2327,232797,その他ヘアカラー,ソノタヘアカラー
2,23,2328,232801,プレシェーブ・シェービング剤,プレシエーブ，シエ－ビ
2,23,2328,232803,男性用洗顔料・パック,ダンセイヨウセンガンリヨ
2,23,2328,232805,男性用スキンローション,ダンセイヨウスキンローシヨ
2,23,2328,232807,男性用スキンクリーム・ミルク,ダンセイヨスキンクリーム，
2,23,2328,232809,男性用メイクアップ,ダンセイヨウメイクアツプ
2,23,2328,232811,男性用ヘアトニック,ダンセイヨウヘア－トニツク
2,23,2328,232813,男性用育毛・養毛剤,ダンセイヨウイクモウ，モウ
2,23,2328,232815,男性用ブロー・スタイリング剤,ダンセイヨウブロー，スタ
2,23,2328,232817,男性用ヘアスプレー・ヘアグロス,ダンセイヨウヘア－スプレ
2,23,2328,232821,男性黒髪用カラーリング剤,ダンセイヨウクロカミヨウカ
2,23,2328,232823,男性白髪用カラーリング剤,ダンセイシラガヨウカラー
2,23,2328,232825,男性用制汗防臭剤,ダンセイヨウセイカンボウ
2,23,2328,232827,男性用フレグランス,ダンセイヨウフレグランス
2,23,2328,232897,その他男性化粧品,ソノタダンセイケシヨウヒン
2,23,2329,232901,カミソリ,カミソリ
2,23,2329,232903,ヘア用化粧用具,ヘアヨウケシヨウヨウグ
2,23,2329,232905,フェイス用化粧用具,フエイスヨウケシヨウヨウグ
2,23,2329,232907,ネイル用化粧用具,ネイルヨウケシヨウヨウグ
2,23,2329,232909,ボディ用化粧用具,ボデイヨウケシヨウヨウク
2,23,2329,232997,その他化粧小物,ソノタケシヨウコモノ
2,23,2398,239897,その他化粧品,ソノタケシヨウヒン
2,24,2401,240101,ラッピングフィルム,ラツピングフイルム
2,24,2401,240103,アルミホイル,アルミホイル
2,24,2401,240197,その他食品包装,ソノタシヨクヒンホウソウ
2,24,2402,240201,ゴミ袋,ゴミブクロ
2,24,2402,240203,ほうき・はたき類,ホウキ，ハタキルイ
2,24,2402,240205,ちり取り,チリトリ
2,24,2402,240207,掃除用ブラシ,ソウジヨウブラシ
2,24,2402,240209,モップ・雑巾,モツプ，ゾウキン
2,24,2402,240211,バケツ・ペール,バケツ，ペ－ル
2,24,2402,240213,屑入れ,クズイレ
2,24,2402,240297,その他掃除用品,ソノタソウジヨウヒン
2,24,2403,240301,洗濯用品,センタクヨウヒン
2,24,2403,240303,物干し用品,モノホシヨウヒン
2,24,2403,240305,洗濯仕上げ用品,センタクシアゲヨウヒン
2,24,2403,240397,その他洗濯・物干し用品,ソノタセンタク，モノホシヨウ
2,24,2404,240401,ガスマット類,ガスマツトルイ
2,24,2404,240403,ふきん・鍋つかみ類,フキン，ナベツカミルイ
2,24,2404,240405,たわし・スポンジ,タワシ，スポンジ
2,24,2404,240407,ペーパーフィルター,ペ－パ－フイルタ－
2,24,2404,240409,缶切り・栓抜き類,カンキリ，センヌキルイ
2,24,2404,240411,流し用品,ナガシヨウヒン
2,24,2404,240413,キッチンペーパー,キツチンペ－パ－
2,24,2404,240497,その他台所用品,ソノタダイドコロヨウヒン
2,24,2405,240501,浴室用品,ヨクシツヨウヒン
2,24,2405,240503,洗面用品,センメンヨウヒン
2,24,2405,240505,身体洗い用品,カラダアライヨウヒン
2,24,2405,240507,トイレ用品,トイレヨウヒン
2,24,2405,240597,その他浴室・トイレ用品,ソノタヨクシツ，トイレヨウヒ
2,24,2406,240601,食品調味料容器,シヨクヒンチヨウミリヨウヨウ
2,24,2406,240603,卓上小物,タクジヨウコモノ
2,24,2406,240605,箸,ハシ
2,24,2406,240607,ナイフ・フォーク・スプーン,ナイフ，フオ－ク，スプ－ン
2,24,2406,240609,碗,ワン
2,24,2406,240611,皿,サラ
2,24,2406,240613,鉢・丼,ハチ，ドン
2,24,2406,240615,コップ・グラス,コツプ，グラス
2,24,2406,240617,湯呑・急須,ユノミ，キユウス
2,24,2406,240619,土瓶・鉄瓶,ドビン，テツビン
2,24,2406,240621,徳利・盃,トツクリ，サカズキ
2,24,2406,240623,簡易食器,カンイシヨツキ
2,24,2406,240625,弁当箱・ウェア,ベントウバコ，ウエア
2,24,2406,240627,魔法瓶・ジャー,マホウビン，ジヤ－
2,24,2406,240697,その他食卓用品,ソノタシヨクタクヨウヒン
2,24,2407,240701,鍋・釜類,ナベ，カマルイ
2,24,2407,240703,やかん類,ヤカン，ポツトルイ
2,24,2407,240705,フライパン類,フライパンルイ
2,24,2407,240707,調理器物,チヨウリキブツ
2,24,2407,240709,製菓用品,セイカヨウヒン
2,24,2407,240797,その他調理器具,ソノタチヨウリキグ
2,24,2408,240801,シート類,シ－トルイ
2,24,2408,240803,壁紙・障子紙,カベガミ，シヨウジガ
2,24,2408,240805,ハンガーボード・フック,ハンガ－ボ－ド，フツク
2,24,2408,240807,ハンガー,ハンガ－
2,24,2408,240809,リビング用テープ類,リビングヨウテ－プルイ
2,24,2408,240811,簡易収納ケース,カンイシユウノウケ－ス
2,24,2408,240813,テーブルクロス,テ－ブルクロス
2,24,2408,240897,その他リビング用品,ソノタリビングヨウヒン
2,24,2497,249701,線香,センコウ
2,24,2497,249703,ローソク,ロ－ソク
2,24,2497,249705,かいろ・湯たんぽ,カイロ，ユタンポ
2,24,2497,249707,マッチ,マツチ
2,24,2497,249709,ライター,ライタ－
2,24,2497,249711,喫煙用具,キツエンヨウグ
2,24,2497,249713,荷造り用品,ニヅクリヨウヒン
2,24,2497,249715,家庭用手袋,カテイヨウテブクロ
2,24,2497,249717,裁縫・手芸用品,サイホウ，シユゲイヨウヒン
2,24,2497,249719,靴関連用品,クツカンレンヨウヒン
2,24,2497,249797,その他家庭用品,ソノタカテイヨウヒン
2,25,2501,250101,大工用品,ダイクヨウヒン
2,25,2501,250103,電動工具,デンドウコウグ
2,25,2501,250105,塗装用具,トソウヨウグ
2,25,2501,250197,その他建築・塗装用具,ソノタ　ケンチク，トソウヨウ
2,25,2502,250201,建築・金具,ケンチクカナグ
2,25,2502,250203,木材,モクザイ
2,25,2502,250205,基礎材,キソザイ
2,25,2502,250207,塗装材料,トソウザイリヨウ
2,25,2502,250209,接着剤,セツチヤクザイ
2,25,2502,250211,補修用品,ホシユウヨウヒン
2,25,2502,250297,その他建築・塗装材料,ソノタケンチク，トソウザイ
2,25,2503,250301,ガス部品,ガスブヒン
2,25,2503,250303,水道部品,スイドウブヒン
2,25,2503,250397,その他ガス・水道部品,ソノタガス，スイドウブ
2,25,2504,250401,園芸用殺虫剤,エンゲイヨウサツチユウザ
2,25,2504,250403,肥料,ヒリヨウ
2,25,2504,250405,用土,ヨウド
2,25,2504,250407,種・球根類,タネ，キユウコンルイ
2,25,2504,250409,鉢・フラワースタンド類,ハチ，フラワ－スタンドルイ
2,25,2504,250411,園芸用具,エンゲイヨウグ
2,25,2504,250413,生花用品,イケバナヨウヒン
2,25,2504,250497,その他園芸用品,ソノタエンゲイヨウヒン
2,25,2597,259797,その他ＤＩＹ用品,ソノタＤＩＹヨウヒン
2,26,2621,262101,犬フード,イヌフード
2,26,2621,262103,犬用品・用具,イヌヨウヒン，ヨウグ
2,26,2621,262105,犬用医薬品,イヌヨウイヤクヒン
2,26,2621,262107,犬生体,イヌセイタイ
2,26,2621,262197,その他犬関連品,ソノタイヌカンレンヒン
2,26,2622,262201,猫フード,ネコフード
2,26,2622,262203,猫用品・用具,ネコヨウヒン，ヨウグ
2,26,2622,262205,猫用医薬品,ネコイヤクヒン
2,26,2622,262207,猫生体,ネコセイタイ
2,26,2622,262297,その他猫関連品,ソノタネコカンレンヒン
2,26,2623,262301,観賞魚フード,カンシヨウギヨフード
2,26,2623,262303,観賞魚用品・用具,カンシヨウギヨヨウヒン，ヨ
2,26,2623,262305,観賞魚医薬品,カンシヨウギヨイヤクヒン
2,26,2623,262307,観賞魚生体,カンシヨウギヨセイタイ
2,26,2623,262397,その他観賞魚関連品,ソノタカンシヨウギヨカンレ
2,26,2624,262401,小鳥フード,コトリフード
2,26,2624,262403,小鳥用品・用具,コトリヨウヒン，ヨウグ
2,26,2624,262405,小鳥医薬品,コトリイヤクヒン
2,26,2624,262407,小鳥生体,コトリセイタイ
2,26,2624,262497,その他小鳥関連品,ソノタコトリカンレンヒン
2,26,2625,262501,小動物フード,シヨウドウブツフード
2,26,2625,262503,小動物用品・用具,シヨウドウブツヨウヒン，
2,26,2625,262505,小動物用医薬品,シヨウドウブツイヤクヒン
2,26,2625,262507,小動物生体,シヨウドウブツセイタイ
2,26,2625,262597,その他小動物関連品,ソノタシヨウドウブツカン
2,26,2626,262601,昆虫フード,コンチユウフード
2,26,2626,262603,昆虫用品・用具,コンチユウヨウヒン，ヨウグ
2,26,2626,262605,昆虫用医薬品,コンチユウイヤクヒン
2,26,2626,262607,昆虫生体,コンチユウセイタイ
2,26,2626,262697,その他昆虫関連品,ソノタコンチユウカンレンヒン
2,26,2627,262701,爬虫類・両生類フード,ハチユウルイ，リヨウセイルイ
2,26,2627,262703,爬虫類・両生類用品・用具,ハチユウルイ，リヨウセイルイ
2,26,2627,262705,爬虫類・両生類医薬品,ハチユウルイ，リヨウセイルイ
2,26,2627,262707,爬虫類・両生類生体,ハチユウルイ，リヨウセイルイ
2,26,2627,262797,その他爬虫類・両生類関連品,ソノタハチユウルイ，リヨウセ
2,26,2698,269801,その他ペットフード,ソノタペツトフード
2,26,2698,269803,その他ペット用品・用具,ソノタペツトヨウヒン，ヨウ
2,26,2698,269805,その他ペット医薬品,ソノタペツトイヤクヒン
2,26,2698,269807,その他ペット生体,ソノタペツトセイタイ
2,26,2698,269897,その他ペット関連品,ソノタペツトカンレンヒン
2,29,2901,290101,日用贈答品,ニチヨウゾウトウヒン
2,29,2901,290197,その他日用贈答品,ソノタニチヨウゾウトウヒン
2,29,2903,290301,写真用フィルム,シヤシンヨウフイルム
2,29,2903,290303,８ミリフィルム,８ミリフイルム
2,29,2903,290397,その他フィルム,ソノタフイルム
2,29,2904,290401,カセットテープ,カセツトテ－プ
2,29,2904,290403,オープンリールテープ,オ－プンリ－ルテ－プ
2,29,2904,290405,ビデオテープ,ビデオテ－プ
2,29,2904,290497,その他オーディオ・ビデオテープ,ソノタオ－デイオ，ビデ
2,29,2904,290499,オーディオ・ビデオテープ,オ－デイオ，ビデオテ－
2,29,2997,299797,その他日用品,ソノタニチヨウヒン
3,31,3101,310101,ＯＡスタンド,ＯＡスタンド
3,31,3101,310103,カードケース・ボックス,カ－ドケ－ス，ボツクス
3,31,3101,310197,情報整理用品一般,ジヨウホウセイリヨウヒンイ
3,31,3102,310201,ファイル,フアイル
3,31,3102,310203,ボックスファイル,ボツクスフアイル
3,31,3102,310205,フォルダー,フオルダ－
3,31,3102,310207,用箋挟み,ヨウセンバサミ
3,31,3102,310209,バインダー,バインダ－
3,31,3102,310297,ファイル・バインダー、一般,フアイル，バインダ－，イ
3,31,3103,310301,印章・印字用品,インシヨウ，インジヨウヒン
3,31,3103,310303,ファスナー,フアスナ－
3,31,3103,310305,クリップ,クリツプ
3,31,3103,310307,画鋲・ピン,ガビヨウ，ピン
3,31,3103,310309,ゴムバンド,ゴムバンド
3,31,3103,310311,カッターナイフ,カツタ－ナイフ
3,31,3103,310313,はさみ,ハサミ
3,31,3103,310315,粘着テープ,ネンチヤクテ－プ
3,31,3103,310317,糊つきメモ,ノリツキメモ
3,31,3103,310319,接着剤,セツチヤクザイ
3,31,3103,310397,事務用品一般,ジムヨウヒンイツパン
3,31,3104,310401,鉛筆,エンピツ
3,31,3104,310403,シャープペンシル,シヤ－プペンシル
3,31,3104,310405,ボールペン,ボ－ルペン
3,31,3104,310407,マーキングペン,マ－キングペン
3,31,3104,310409,万年筆,マンネンヒツ
3,31,3104,310411,消しゴム,ケシゴム
3,31,3104,310413,修正液,シユウセイエキ
3,31,3104,310415,筆ペン,フデペン
3,31,3104,310497,筆記用具一般,ヒツキヨウグイツパン
3,31,3105,310501,ノート,ノ－ト
3,31,3105,310503,手帳,テチヨウ
3,31,3105,310505,カード,カ－ド
3,31,3105,310507,便箋,ビンセン
3,31,3105,310509,封筒,フウトウ
3,31,3105,310511,保存袋、手提袋,ホゾンフクロ，テサゲフク
3,31,3105,310513,事務用紙製品,ジムヨウカミセイヒン
3,31,3105,310515,届け出用紙,トドケデヨウシ
3,31,3105,310597,紙製品一般,カミセイヒンイツパン
3,31,3106,310601,アルバム,アルバム
3,31,3106,310603,礼式用品,レイシキヨウヒン
3,31,3106,310605,一般紙製品,イツパンカミセイヒン
3,31,3106,310607,輸入紙製品,ユニユウカミセイヒン
3,31,3106,310609,はがき,ハガキ
3,31,3106,310611,和本,ワボン
3,31,3106,310613,包装用品,ホウソウヨウヒン
3,31,3106,310697,日用紙製品一般,ニチヨウカミセイヒンイツパ
3,31,3107,310701,絵画用品,カイガヨウヒン
3,31,3107,310703,書道用品,シヨドウヨウヒン
3,31,3107,310705,彫刻用品,チヨウコクヨウヒン
3,31,3107,310707,そろばん,ソロバン
3,31,3107,310709,鉛筆削り,エンピツケズリ
3,31,3107,310711,筆入れ,フデイレ
3,31,3107,310713,定規・コンパス,ジヨウギ，コンパス
3,31,3107,310715,学童用品・教材教具,ガクドウヨウヒン，キヨウ
3,31,3107,310717,地球儀類,チキユウギルイ
3,31,3107,310719,光学用品,コウガクヨウヒン
3,31,3107,310797,教育関連用品一般,キヨウイクカンレンヨウヒンイ
3,31,3108,310801,電卓,デンタク
3,31,3108,310803,電子手帳,デンシテチヨウ
3,31,3108,310805,電子黒板,デンシコクバン
3,31,3108,310897,電子文具一般,デンシブングイツパン
3,31,3109,310901,チェックライター,チエツクライタ－
3,31,3109,310903,パンチ,パンチ
3,31,3109,310905,ホチキス,ホチキス
3,31,3109,310907,裁断器,サイダンキ
3,31,3109,310997,事務用機器一般,ジムヨウキキイツパン
3,31,3110,311001,ワードプロセッサ,ワ－ドプロセツサ
3,31,3110,311003,複写機,フクシヤキ
3,31,3110,311005,タイムレコーダー,タイムレコ－ダ－
3,31,3110,311007,ファクシミリ・電話,フアクシミリ，デンワ
3,31,3110,311009,レジスター,レジスタ－
3,31,3110,311011,パソコン,パソコン
3,31,3110,311013,印刷機,インサツキ
3,31,3110,311015,シュレッダー,シユレツダ－
3,31,3110,311017,ラミネーター,ラミネ－タ－
3,31,3110,311019,オーバーヘッドプロジェクター,オ－バ－ヘツドプロジ
3,31,3110,311021,製本機,セイホンキ
3,31,3110,311097,事務機械一般,ジムキカイイツパン
3,31,3111,311101,データファイル・バインダー,デ－タフアイル，バインタ
3,31,3111,311103,フロッピーディスク,フロツピ－デイスク
3,31,3111,311105,ＯＡ用紙,ＯＡヨウシ
3,31,3111,311107,ＯＡリボン,ＯＡリボン
3,31,3111,311109,ラミネート用品,ラミネ－トヨウヒン
3,31,3111,311111,ＯＨＰ用品,ＯＨＰヨウヒン
3,31,3111,311197,ＯＡサプライズ一般,ＯＡサプライズイツパン
3,31,3112,311201,製図機械,セイズキカイ
3,31,3112,311203,製図ペン,セイズペン
3,31,3112,311205,製図用定規・コンパス,セイズヨウジヨウギ．コ
3,31,3112,311297,設計製図用品一般,セツケイセイズヨウヒンイツ
3,31,3113,311301,レタリングシート,レタリングシ－ト
3,31,3113,311397,デザイン画材用品一般,デザインガザイヨウヒ
3,31,3115,311501,机・テーブル,ツクエ．テ－ブル
3,31,3115,311503,椅子,イス
3,31,3115,311505,収納家具・ロッカー,シユウノウカグ，ロツカ－
3,31,3115,311507,金庫,キンコ
3,31,3115,311509,物品棚,ブツピンタナ
3,31,3115,311511,オフィスアクセサリー,オフイスアクセサリ－
3,31,3115,311513,黒板・ホワイトボード,コクバン，ホワイトボ－ト
3,31,3115,311515,応接セット,オウセツセツト
3,31,3115,311597,オフィス家具一般,オフイスカグイツパン
